product_id,inventory_id,store_id,transaction_id,film_title,film_description,special_features,film_category,film_language,rating,length_of_film,number_of_days_rented,rental_rate,replacement_cost
375,1720,1,752,"GRAIL FRANKENSTEIN","A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft","Commentaries,Deleted Scenes,Behind the Scenes",Action,English,NC-17,85,4,2.99,17.99
376,1722,1,6142,"GRAPES FURY","A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia","Commentaries,Behind the Scenes",Foreign,English,G,155,4,0.99,20.99
377,1729,1,2543,"GREASE YOUTH","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia","Trailers,Deleted Scenes",Family,English,G,135,7,0.99,20.99
378,1735,1,6034,"GREATEST NORTH","A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin","Trailers,Commentaries,Behind the Scenes",Music,English,NC-17,93,5,2.99,24.99
379,1743,2,7142,"GREEDY ROOTS","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",Drama,English,R,166,7,0.99,14.99
380,1747,1,9156,"GREEK EVERYONE","A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station","Trailers,Deleted Scenes",Foreign,English,PG,176,7,2.99,11.99
381,1752,1,10646,"GRINCH MASSAGE","A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station",Trailers,Games,English,R,150,7,4.99,25.99
382,1757,1,445,"GRIT CLOCKWORK","A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank","Trailers,Deleted Scenes",Games,English,PG,137,3,0.99,21.99
383,1765,1,3460,"GROOVE FICTION","A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft","Behind the Scenes",Sports,English,NC-17,111,6,0.99,13.99
384,1770,2,7836,"GROSSE WONDERFUL","A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia","Behind the Scenes",Music,English,R,49,5,4.99,19.99
385,1773,1,10737,"GROUNDHOG UNCUT","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Comedy,English,PG-13,139,6,4.99,26.99
386,NULL,NULL,NULL,"GUMP DATE","A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft","Deleted Scenes",Travel,English,NC-17,53,3,4.99,12.99
387,1778,1,3624,"GUN BONNIE","A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico","Behind the Scenes",Games,English,G,100,7,0.99,27.99
388,1784,1,7680,"GUNFIGHT MOON","A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert","Deleted Scenes,Behind the Scenes",Comedy,English,NC-17,70,5,0.99,16.99
389,1790,1,2162,"GUNFIGHTER MUSSOLINI","A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan","Trailers,Commentaries",Sports,English,PG-13,127,3,2.99,9.99
390,1794,1,9390,"GUYS FALCON","A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat","Trailers,Commentaries,Behind the Scenes",Sci-Fi,English,R,84,4,4.99,20.99
391,1797,1,4999,"HALF OUTFIELD","A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Family,English,PG-13,146,6,2.99,25.99
392,1804,1,7481,"HALL CASSIDY","A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia","Commentaries,Behind the Scenes",Children,English,NC-17,51,5,4.99,13.99
393,1810,1,593,"HALLOWEEN NUTS","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat","Deleted Scenes",Documentary,English,PG-13,47,6,2.99,19.99
394,1812,1,7216,"HAMLET WISDOM","A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback","Trailers,Deleted Scenes",Sci-Fi,English,R,146,7,2.99,21.99
395,1816,1,778,"HANDICAP BOONDOCK","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia","Commentaries,Deleted Scenes,Behind the Scenes",Action,English,R,108,4,0.99,28.99
396,1822,2,486,"HANGING DEEP","A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin","Trailers,Commentaries,Deleted Scenes",Drama,English,G,62,5,4.99,18.99
397,1826,1,6276,"HANKY OCTOBER","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia","Trailers,Commentaries,Deleted Scenes",Sci-Fi,English,NC-17,107,5,2.99,26.99
398,1833,2,584,"HANOVER GALAXY","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention","Commentaries,Deleted Scenes,Behind the Scenes",Music,English,NC-17,47,5,4.99,21.99
399,1837,2,3673,"HAPPINESS UNITED","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan","Deleted Scenes",Foreign,English,G,100,6,2.99,23.99
400,1839,1,10142,"HARDLY ROBBERS","A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin","Trailers,Behind the Scenes",Documentary,English,R,72,7,2.99,15.99
401,1841,1,6647,"HAROLD FRENCH","A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert","Commentaries,Deleted Scenes,Behind the Scenes",Drama,English,NC-17,168,6,0.99,10.99
402,1843,1,1958,"HARPER DYING","A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert",Trailers,Animation,English,G,52,3,0.99,15.99
403,1849,1,4233,"HARRY IDAHO","A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California","Commentaries,Deleted Scenes",Drama,English,PG-13,121,5,4.99,18.99
404,NULL,NULL,NULL,"HATE HANDICAP","A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",Comedy,English,PG,107,4,0.99,26.99
405,1857,2,5124,"HAUNTED ANTITRUST","A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India","Trailers,Deleted Scenes",Travel,English,NC-17,76,6,4.99,13.99
406,1859,1,915,"HAUNTING PIANIST","A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park","Behind the Scenes",Games,English,R,181,5,0.99,22.99
407,1865,1,10610,"HAWK CHILL","A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia","Behind the Scenes",Documentary,English,PG-13,47,5,0.99,12.99
408,1867,1,9273,"HEAD STRANGER","A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico","Trailers,Commentaries",Games,English,R,69,4,4.99,28.99
409,1874,1,8640,"HEARTBREAKERS BRIGHT","A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies","Trailers,Deleted Scenes",Children,English,G,59,3,4.99,9.99
410,1881,1,2219,"HEAVEN FREEDOM","A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans",Commentaries,Comedy,English,PG,48,7,2.99,19.99
411,1886,1,839,"HEAVENLY GUN","A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat","Behind the Scenes",Music,English,NC-17,49,5,4.99,13.99
412,1888,1,4628,"HEAVYWEIGHTS BEAST","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park","Deleted Scenes",Documentary,English,G,102,6,4.99,25.99
413,1896,1,280,"HEDWIG ALTER","A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery","Trailers,Commentaries,Behind the Scenes",Comedy,English,NC-17,169,7,2.99,16.99
414,1899,1,572,"HELLFIGHTERS SIERRA","A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia","Deleted Scenes,Behind the Scenes",Foreign,English,PG,75,3,2.99,23.99
415,1905,1,523,"HIGH ENCINO","A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia","Trailers,Commentaries,Behind the Scenes",Horror,English,R,84,3,2.99,23.99
416,1911,1,1541,"HIGHBALL POTTER","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert","Deleted Scenes",Foreign,English,R,110,6,0.99,10.99
417,1917,1,4637,"HILLS NEIGHBORS","A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Action,English,G,93,5,0.99,29.99
418,1923,1,2644,"HOBBIT ALIEN","A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",Commentaries,Drama,English,PG-13,157,5,0.99,27.99
419,NULL,NULL,NULL,"HOCUS FRIDA","A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank","Trailers,Deleted Scenes,Behind the Scenes",Family,English,G,141,4,2.99,19.99
420,1931,1,9075,"HOLES BRANNIGAN","A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies","Commentaries,Behind the Scenes",Sports,English,PG,128,7,4.99,27.99
421,1936,2,1647,"HOLIDAY GAMES","A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan","Trailers,Commentaries,Behind the Scenes",Foreign,English,PG-13,78,7,4.99,10.99
422,1940,2,489,"HOLLOW JEOPARDY","A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery","Behind the Scenes",Sci-Fi,English,NC-17,136,7,4.99,25.99
423,1942,1,3798,"HOLLYWOOD ANONYMOUS","A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat","Trailers,Behind the Scenes",Children,English,PG,69,7,0.99,29.99
424,1946,1,309,"HOLOCAUST HIGHBALL","A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia","Deleted Scenes",Children,English,R,149,6,0.99,12.99
425,1951,2,554,"HOLY TADPOLE","A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory","Behind the Scenes",Classics,English,R,88,6,0.99,20.99
426,1953,2,2279,"HOME PITY","A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention","Trailers,Commentaries,Behind the Scenes",Music,English,R,185,7,4.99,15.99
427,1956,1,2417,"HOMEWARD CIDER","A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",Trailers,Documentary,English,R,103,5,0.99,19.99
428,1960,1,3355,"HOMICIDE PEACH","A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention",Commentaries,Family,English,PG-13,141,6,2.99,21.99
429,1966,1,960,"HONEY TIES","A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank","Trailers,Commentaries,Deleted Scenes",Sports,English,R,84,3,0.99,29.99
430,1972,2,3232,"HOOK CHARIOTS","A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia","Trailers,Commentaries,Behind the Scenes",Animation,English,G,49,7,0.99,23.99
431,1976,2,2833,"HOOSIERS BIRDCAGE","A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station","Trailers,Commentaries,Deleted Scenes",Foreign,English,G,176,3,2.99,12.99
432,1979,1,1974,"HOPE TOOTSIE","A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank","Trailers,Deleted Scenes,Behind the Scenes",Classics,English,NC-17,139,4,2.99,22.99
433,1984,1,2430,"HORN WORKING","A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank",Trailers,Animation,English,PG,95,4,2.99,23.99
434,1990,1,8479,"HORROR REIGN","A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria","Deleted Scenes,Behind the Scenes",Travel,English,R,139,3,0.99,25.99
435,1998,1,2937,"HOTEL HAPPINESS","A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback","Behind the Scenes",Foreign,English,PG-13,181,6,4.99,28.99
436,2000,1,11455,"HOURS RAGE","A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia","Trailers,Deleted Scenes",New,English,NC-17,122,4,0.99,14.99
437,2006,1,7101,"HOUSE DYNAMITE","A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia","Commentaries,Deleted Scenes,Behind the Scenes",Family,English,R,109,7,2.99,13.99
438,2012,1,4912,"HUMAN GRAFFITI","A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico","Trailers,Behind the Scenes",Games,English,NC-17,68,3,2.99,22.99
439,2017,1,8248,"HUNCHBACK IMPOSSIBLE","A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan","Trailers,Deleted Scenes",Drama,English,PG-13,151,4,4.99,28.99
440,2023,1,8634,"HUNGER ROOF","A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft","Deleted Scenes,Behind the Scenes",Foreign,English,G,105,6,0.99,21.99
441,2027,1,10930,"HUNTER ALTER","A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank","Commentaries,Deleted Scenes,Behind the Scenes",Documentary,English,PG-13,125,5,2.99,21.99
442,2029,1,977,"HUNTING MUSKETEERS","A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft","Trailers,Deleted Scenes",Family,English,NC-17,65,6,2.99,24.99
443,2032,1,7082,"HURRICANE AFFAIR","A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft","Trailers,Commentaries,Behind the Scenes",Comedy,English,PG,49,6,2.99,11.99
444,2039,1,3923,"HUSTLER PARTY","A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert","Trailers,Commentaries,Behind the Scenes",Comedy,English,NC-17,83,3,4.99,22.99
445,2047,1,126,"HYDE DOCTOR","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat","Trailers,Deleted Scenes",Classics,English,G,100,5,2.99,11.99
446,2053,1,1806,"HYSTERICAL GRAIL","A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes",Sports,English,PG,150,5,4.99,19.99
447,2057,1,3245,"ICE CROSSING","A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse","Deleted Scenes",Games,English,R,131,5,2.99,28.99
448,2064,1,6585,"IDAHO LOVE","A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",New,English,PG-13,172,3,2.99,25.99
449,2069,2,264,"IDENTITY LOVER","A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback","Deleted Scenes",Sci-Fi,English,PG-13,119,4,2.99,12.99
450,2073,1,7069,"IDOLS SNATCHERS","A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery",Trailers,Children,English,NC-17,84,5,2.99,29.99
451,2080,1,993,"IGBY MAKER","A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory","Trailers,Behind the Scenes",Travel,English,NC-17,160,7,4.99,12.99
452,2085,2,1110,"ILLUSION AMELIE","A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft","Commentaries,Behind the Scenes",Foreign,English,R,122,4,0.99,15.99
453,2089,1,4472,"IMAGE PRINCESS","A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",Sports,English,PG-13,178,3,2.99,17.99
454,2094,1,1548,"IMPACT ALADDIN","A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank","Trailers,Deleted Scenes",Music,English,PG-13,180,6,0.99,20.99
455,2096,1,2294,"IMPOSSIBLE PREJUDICE","A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China","Deleted Scenes",Foreign,English,NC-17,103,7,4.99,11.99
456,2100,1,5719,"INCH JET","A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery","Deleted Scenes",Animation,English,NC-17,167,6,4.99,18.99
457,2106,1,4919,"INDEPENDENCE HOTEL","A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery","Trailers,Behind the Scenes",Documentary,English,NC-17,157,5,0.99,21.99
458,2112,1,9203,"INDIAN LOVE","A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Family,English,NC-17,135,4,0.99,26.99
459,2118,2,8437,"INFORMER DOUBLE","A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies","Trailers,Commentaries",Foreign,English,NC-17,74,4,4.99,23.99
460,2120,1,1249,"INNOCENT USUAL","A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback","Trailers,Deleted Scenes,Behind the Scenes",Foreign,English,PG-13,178,3,4.99,26.99
461,2128,1,3511,"INSECTS STONE","A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse","Trailers,Commentaries,Behind the Scenes",Animation,English,NC-17,123,3,0.99,14.99
462,2134,1,2761,"INSIDER ARIZONA","A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory",Commentaries,Music,English,NC-17,78,5,2.99,17.99
463,2139,1,4671,"INSTINCT AIRPORT","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse","Commentaries,Deleted Scenes",Sports,English,PG,116,4,2.99,21.99
464,2144,1,7686,"INTENTIONS EMPIRE","A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat","Trailers,Behind the Scenes",Animation,English,PG-13,107,3,2.99,13.99
465,2151,1,2462,"INTERVIEW LIAISONS","A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse","Commentaries,Behind the Scenes",New,English,R,59,4,4.99,17.99
466,2156,1,3274,"INTOLERABLE INTENTIONS","A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention","Commentaries,Behind the Scenes",Documentary,English,PG-13,63,6,4.99,20.99
467,2158,1,10355,"INTRIGUE WORST","A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat","Deleted Scenes",Foreign,English,G,181,6,0.99,10.99
